,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,NCC,EQ,       149.87,                435443523.39,2908494
,NCLIND,EQ,       205.55,                  7105245.35,34701
,NDGL,EQ,      2800.10,                   380728.90,135
,NDL,EQ,         2.91,                  6120852.00,2131644
,NDLVENTURE,EQ,        89.99,                   400863.15,4475
,NDRAUTO,EQ,       746.40,                  8756096.45,11654
,NDRINVIT,IV,       128.00,                  3200000.00,25000
,NDTV,EQ,        93.27,                 21887975.18,233965
,NECCLTD,EQ,        17.34,                  1152071.75,66243
,NECLIFE,BE,        16.39,                  9539045.56,582004
,NEELAM,SM,        12.75,                    76500.00,6000
,NELCAST,EQ,        96.04,                  3571517.40,37082
,NELCO,EQ,       703.20,                 26916888.20,38036
,NEOCHEM,SM,        79.00,                  1039560.00,13200
,NEOGEN,EQ,      1302.30,                605709512.20,475776
,NEPHROCARE,SM,       112.00,                  1844640.00,16000
,NEPHROPLUS,EQ,       480.00,                 99492423.25,204452
,NEPTUNE,SM,       200.00,                   200000.00,1000
,NESCO,EQ,      1163.10,                 37808948.10,32551
,NETF,EQ,       277.50,                   772030.95,2781
,NETWEB,EQ,      3273.00,               2582983958.10,774505
,NETWORK18,EQ,        40.66,                 90752583.52,2220238
,NEULANDLAB,EQ,     14326.00,                598582277.00,41643
,NEWGEN,EQ,       779.15,                192461107.80,247246
,NEWJAISA,SM,        20.10,                   935475.00,46500
,NEXT30ADD,EQ,        40.95,                  5180181.46,126517
,NEXT50,EQ,       702.16,                 18408156.18,26203
,NEXT50ADD,EQ,        68.61,                   156749.56,2287
,NEXT50BETA,EQ,        73.63,                  7375645.62,100368
,NEXT50IETF,EQ,        71.97,                 47602034.46,661639
,NEXTMEDIA,EQ,         5.94,                    37145.51,6334
,NFL,EQ,        83.12,                 49727611.01,595259
,NGIL,EQ,        29.09,                    71070.69,2468
,NGLFINE,EQ,      1436.30,                  4664314.60,3248
,NH,EQ,      1887.70,                275735126.20,146804
,NHPC,EQ,        81.42,                971216689.42,11938744
,NIACL,EQ,       149.81,                 56171408.49,371403
,NIBE,EQ,      1209.40,                 34169101.10,28170
,NIBL,EQ,        32.79,                  1973625.43,60357
,NIDAN,SM,        18.50,                   109750.00,6000
,NIF100BEES,EQ,       277.94,                  3151267.42,11343
,NIF100IETF,EQ,        29.23,                 27465489.65,943771
,NIFTY1,EQ,       283.54,                 78370112.19,276720
,NIFTY100EW,EQ,        33.87,                   678815.89,20094
,NIFTYADD,EQ,       269.42,                  7757864.71,28790
,NIFTYBEES,EQ,       291.13,               1561669594.76,5365914
,NIFTYBETA,EQ,       283.41,                 22327059.22,78909
,NIFTYBETF,EQ,       263.17,                  8073717.60,30666
,NIFTYCASE,EQ,        10.22,                 10529040.08,1027228
,NIFTYETF,EQ,       278.01,                 53929906.18,194127
,NIFTYIETF,EQ,       289.67,                228457643.93,788960
,NIFTYQLITY,EQ,        22.12,                   331357.06,14973
,NIITLTD,EQ,        83.69,                 18431975.56,219428
,NIITMTS,EQ,       418.90,                 45051653.30,107929
,NIKITA,ST,       129.20,                   467040.00,3600
,NILAINFRA,EQ,         9.13,                  1197138.45,130811
,NILASPACES,EQ,        14.65,                  9773108.11,684217
,NILKAMAL,EQ,      1376.50,                  1604543.20,1159
,NINSYS,EQ,       383.00,                   647326.30,1681
,NIPPOBATRY,EQ,       395.50,                  1470569.20,3727
,NIRAJ,EQ,        34.38,                  2573294.77,74278
,NIRAJISPAT,EQ,       189.77,                   191616.56,981
,NIRMAN,SM,        54.10,                  1087410.00,20100
,NITCO,EQ,        83.50,                 13707608.09,162499
,NITINSPIN,EQ,       324.10,                 15017638.85,46842
,NITIRAJ,EQ,       179.76,                   335004.91,1863
,NIVABUPA,EQ,        78.04,                 54098414.71,694218
,NKIND,EQ,        66.24,                     5597.16,84
,NLCINDIA,EQ,       255.35,                481770736.45,1868823
,NMDC,EQ,        82.12,               1225309101.49,14953959
,NMSTEEL,SM,        29.00,                   178160.00,6400
,NOCIL,EQ,       139.84,                 14848309.27,106079
,NOIDATOLL,EQ,         3.78,                   799595.07,208579
,NORBTEAEXP,BE,        91.34,                   392213.96,4294
,NORTHARC,EQ,       262.80,                 92242418.59,351971
,NOVAAGRI,EQ,        36.62,                  1956338.01,53303
,NPBET,EQ,       294.05,                    43881.75,149
,NPST,EQ,      1322.90,                 39075585.30,29626
,NRAIL,EQ,       441.25,                  1229592.80,2764
,NRBBEARING,EQ,       254.85,                 35258091.20,137020
,NRL,EQ,        54.64,                  1244541.72,22630
,NRVANDANA,ST,        55.45,                  1668000.00,30000
,NSIL,EQ,      6189.50,                  9243554.50,1489
,NSLNISP,EQ,        41.83,                 93975574.90,2235405
,NTPCGREEN,EQ,        91.66,                431624287.44,4746530
,NUCLEUS,EQ,       910.50,                  5734809.70,6289
,NURECA,EQ,       284.05,                  4612254.60,16445
,NUVAMA,EQ,      1420.10,                278247278.50,196706
,NUVOCO,EQ,       352.90,                 59260813.55,167966
,NV20,EQ,       153.89,                  1484182.55,9599
,NV20BEES,EQ,       155.78,                  3929652.54,25294
,NV20IETF,EQ,        15.17,                  3554374.57,235090
,NXST,RR,       163.67,                 73394446.68,453296
,NYKAA,EQ,       254.60,               2116869765.60,8428359
,OAL,EQ,       281.45,                   877716.00,3116
,OBCL,EQ,        55.01,                   120033.78,2182
,OBEROIRLTY,EQ,      1657.10,                730433130.40,443321
,OBSCP,SM,       307.95,                  3072540.00,10000
,OCCLLTD,EQ,        95.71,                  2097165.04,21921
,ODIGMA,EQ,        27.98,                   959775.49,33932
,OFSS,EQ,      7696.00,                804210209.50,105308
,OIL,EQ,       447.90,               5543930783.15,12617320
,OILCOUNTUB,EQ,        61.09,                 72480326.99,1170757
,OILIETF,EQ,        11.79,                 62274583.17,5273642
,OLAELEC,EQ,        38.99,               3057680773.78,77147977
,OLECTRA,EQ,      1129.70,                274874268.30,241530
,OLIL,SM,       301.15,                  3498320.00,11600
,OMAXAUTO,EQ,        96.31,                  1906496.48,19805
,OMAXE,EQ,        81.80,               1632198013.56,19579049
,OMFREIGHT,EQ,        93.10,                  4254829.64,46392
,OMFURN,SM,        68.70,                  3762060.00,52800
,OMINFRAL,EQ,        81.90,                  8458734.36,104063
,OMKARCHEM,BZ,         6.01,                    26907.32,4520
,ONDOOR,SM,       114.00,                   373410.00,3300
,ONELIFECAP,BE,        16.18,                    36969.57,2343
,ONEPOINT,EQ,        53.72,                 49439386.16,919893
,ONESOURCE,EQ,      1778.70,                 92878256.00,53005
,ONMOBILE,EQ,        56.90,                  8523695.86,148815
,ONWARDTEC,EQ,       305.45,                 11316323.90,37270
,OPTIEMUS,EQ,       467.10,                 49128213.05,105132
,OPTIVALUE,SM,        84.85,                  7775040.00,92800
,ORBTEXP,EQ,       179.19,                  2469050.45,13664
,ORCHASP,EQ,         2.56,                  2342675.72,897208
,ORCHPHARMA,EQ,       738.40,                 20721649.45,28242
,ORIANA,SM,      1962.65,                 61002131.25,30750
,ORICONENT,BE,        61.05,                  3871862.25,63848
,ORIENTALTL,EQ,         7.81,                  1253159.11,159575
,ORIENTBELL,EQ,       266.85,                  1451475.85,5411
,ORIENTCEM,EQ,       165.16,                 49254653.85,298918
,ORIENTCER,EQ,        46.43,                 13499603.97,281779
,ORIENTELEC,EQ,       164.55,                 11726771.37,70976
,ORIENTHOT,EQ,       115.20,                531274407.39,4481512
,ORIENTLTD,EQ,        70.52,                   203413.11,2861
,ORIENTPPR,EQ,        22.19,                  2477854.72,111516
,ORIENTTECH,EQ,       373.45,               1670423547.10,4401423
,ORISSAMINE,EQ,      4810.50,                 40306977.50,8348
,ORKLAINDIA,EQ,       611.45,                 33156761.95,54465
,ORTINGLOBE,BE,        13.47,                    43860.06,3389
,OSELDEVICE,ST,       502.00,                  7163490.00,14600
,OSIAHYPER,EQ,        14.50,                  9252275.21,632058
,OSWALAGRO,EQ,        52.75,                  2219471.59,41613
,OSWALGREEN,EQ,        29.76,                  4889207.24,162907
,OSWALPUMPS,EQ,       456.10,                135076098.80,295661
,OSWALSEEDS,EQ,        14.87,                   370925.55,24584
,OWAIS,SM,       207.40,                 10693650.00,52000
,PACEDIGITK,EQ,       177.34,                157490174.64,884786
,PAGEIND,EQ,     34645.00,               1050148820.00,30417
,PAISALO,EQ,        34.67,                 56139261.20,1622419
,PAKKA,EQ,        96.74,                 12343815.05,127892
,PALASHSECU,EQ,        98.41,                   116001.55,1164
,PALREDTEC,EQ,        47.02,                   301143.00,6553
,PANACEABIO,EQ,       396.75,                167687697.75,420104
,PANACHE,EQ,       292.45,                  5351216.10,18253
,PANAMAPET,EQ,       297.60,                  7077944.25,24022
,PANSARI,BE,       301.15,                    83549.90,270
,PAR,EQ,        93.33,                   737578.11,7768
,PARACABLES,EQ,        35.24,                 14154309.41,401799
,PARADEEP,EQ,       148.67,                503776775.60,3418272
,PARAGMILK,EQ,       273.75,                241410616.10,872103
,PARAGON,SM,        40.95,                   542460.00,13200
,PARAMATRIX,SM,        77.50,                    93000.00,1200
,PARAS,EQ,       678.40,                185640181.00,271917
,PARASPETRO,EQ,         1.90,                   163328.13,85034
,PARIN,SM,       612.00,                  2689187.50,4500
,PARKHOSPS,EQ,       150.62,                150788038.80,1019325
,PARKHOTELS,EQ,       126.82,                 34302133.61,271378
,PARSVNATH,EQ,         9.58,                  4450950.31,462913
,PARTH,SM,       202.60,                   983400.00,4800
,PARTYCRUS,SM,        90.50,                   180500.00,2000
,PASHUPATI,EQ,       809.55,                   508057.25,628
,PASUPTAC,EQ,        47.49,                  3094022.46,64698
,PATANJALI,EQ,       543.85,                405006530.25,743171
,PATELENG,EQ,        26.57,                 91093629.42,3409161
,PATELRMART,EQ,       180.55,                 22635473.94,125782
,PATILAUTOM,SM,       174.50,                  9429390.00,52800
,PATINTLOG,EQ,        13.00,                  2267498.86,174429
,PATTECH,SM,       112.80,                   676725.00,6000
,PAUSHAKLTD,EQ,       558.50,                  3468365.90,6245
,PAVNAIND,EQ,        21.15,                   354608.75,16611
,PAYTM,EQ,      1281.60,               3655187777.10,2849036
,PCBL,EQ,       280.85,                246582542.00,876167
,PCCL,SM,       220.05,                  2886540.00,13200
,PCJEWELLER,EQ,        10.29,                476804567.09,46416493
,PDMJEPAPER,EQ,        90.06,                  8930116.14,99471
,PDSL,EQ,       352.70,                 14894058.40,41945
,PEARLPOLY,EQ,        21.48,                   220942.80,10336
,PELATRO,SM,       348.00,                  1044000.00,3000
,PENIND,EQ,       187.50,                 68517208.37,361649
,PENINLAND,EQ,        24.18,                  7356292.73,305886
,PENTAGON,ST,        75.50,                   830200.00,11000
,PERSISTENT,EQ,      6357.50,               1445532650.00,228016
,PETRONET,EQ,       287.45,                940879538.60,3282180
,PFIZER,EQ,      4857.30,                 58114874.00,12023
,PFOCUS,EQ,       242.45,               2486319407.45,10168693
,PFS,EQ,        32.57,                  9450764.27,289023
,PGEL,EQ,       591.70,                781482131.45,1327548
,PGHH,EQ,     12383.00,                 81080446.00,6520
,PGHL,EQ,      5386.50,                 33716832.00,6233
,PGIL,EQ,      1500.40,                470659762.40,314811
,PGINVIT,IV,        92.70,                 74270609.97,802348
,PHANTOMFX,SM,       221.20,                  1841265.00,8400
,PHARMABEES,EQ,        23.10,                109696062.42,4758613
,PHOENIXLTD,EQ,      1894.70,                575542544.10,303561
,PHOGLOBAL,SM,        21.85,                   174500.00,8000
,PICCADIL,EQ,       578.70,                 83383881.25,144002
,PIGL,EQ,       109.05,                  2721669.34,24858
,PIIND,EQ,      3267.00,                441134147.60,135336
,PILANIINVS,EQ,      4914.50,                  8774784.00,1789
,PILITA,EQ,         9.07,                   433069.64,47381
,PINELABS,EQ,       215.17,                 59857308.66,275875
,PIONEEREMB,EQ,        27.39,                   103739.80,3751
,PIRAMALFIN,EQ,      1847.70,                669858238.50,359928
,PITTIENG,EQ,       726.70,                 26371971.80,35749
,PIXTRANS,EQ,      1302.30,                 18406634.30,14058
,PKTEA,EQ,       645.85,                   765719.50,1165
,PLADAINFO,SM,        14.50,                    85650.00,6000
,PLASTIBLEN,EQ,       157.78,                   705525.15,4504
,PLATIND,EQ,       235.28,                 30433241.42,129481
,PLAZACABLE,EQ,        39.43,                  1435539.94,36531
,PNBGILTS,EQ,        79.94,                 53153230.46,661896
,PNBHOUSING,EQ,       970.05,                563159510.95,579849
,PNC,EQ,        25.01,                   124157.40,4948
,PNCINFRA,EQ,       236.40,                 33205897.65,140071
,PNGJL,EQ,       599.45,                 74848218.60,125012
,POCL,EQ,      1385.90,                403597352.70,294650
,PODDARMENT,EQ,       250.55,                   903879.70,3585
,POKARNA,EQ,       777.05,                 37377881.80,47570
,POLICYBZR,EQ,      1638.30,               1888049055.10,1146040
,POLYCAB,EQ,      7555.00,               3288504985.50,436635
,POLYMED,EQ,      1713.50,                138476242.20,80460
,POLYPLEX,EQ,       815.90,                 45272134.40,55299
,POLYSIL,ST,       219.85,                 18574675.00,85000
,PONNIERODE,EQ,       260.85,                  2513222.80,9590
,POONAWALLA,EQ,       461.15,                260174576.15,569642
,POSITRON,SM,       179.75,                  1526850.00,8400
,POWERINDIA,EQ,     17106.00,               3509233158.00,203903
,POWERMECH,EQ,      2311.30,                 72945226.20,31486
